oznam_title,contracting_authority_name,oznam_e_auction,estimatedprice,procedure_title,contract_type,contract_sub_type,nuts,gpa,result_e_auction,eu_funds,total_final_value_amount,total_final_value_vat_included,total_final_value_vat_rate,total_final_value_amount_minus_vat
Dodávka zemného plynu pre objekty TUKE,Technická univerzita v Košiciach,,387935,Otvorená,Tovary,Kúpa,SK,true,true,false,19.25,false,,19.25
Rekonštrukcia a prestavba lesných ciest,"LESY Slovenskej republiky, štátny podnik",,19777882.03,Otvorená,Práce,Uskutočnenie prác,SK0,true,false,true,19752379.02,false,,19752379.02
"Národná teleprezentačná infraštruktúra pre podporu vy´skumu, vy´voja a transferu technologií",Centrum vedecko-technických informácií SR,,16249983.33,Otvorená,Tovary,Kúpa,SK0,true,true,true,16087000,false,,16087000
Zabezpečenie stravovania zamestnancov formou stravných poukážok,"Agentúra Ministerstva školstva, vedy, výskumu a športu Slovenskej republiky pre štrukturálne fondy EÚ",,388731.42,Otvorená,Služby,17 - Hotelové a reštauračné služby,SK010,true,true,true,384615,true,20,307692
Zabezpečenie stravovania zamestnancov formou stravných poukážok,"Agentúra Ministerstva školstva, vedy, výskumu a športu Slovenskej republiky pre štrukturálne fondy EÚ",,388731.42,Otvorená,Služby,17 - Hotelové a reštauračné služby,SK010,true,true,true,24308.4,false,,24308.4
Lieky ATC skupiny B02BD02,"Všeobecná zdravotná poisťovňa, a.s.",,10082323,Otvorená,Tovary,Kúpa,SK0,true,true,false,10082323,false,,10082323
Lieky ATC skupiny B02BD02,"Všeobecná zdravotná poisťovňa, a.s.",,10082323,Otvorená,Tovary,Kúpa,SK0,true,false,false,2474820.38,false,,2474820.38
NÁKUP ZEMNÉHO PLYNU – CVO 415,Obstarávacie trhovisko Slovenska,,690000,Otvorená,Tovary,Kúpa,SK,false,true,false,690000,false,,690000
MOBILNÉ CT S KRANIÁLNOU A SPINÁLNOU NAVIGÁCIOU VRÁTANE PRÍSLUŠENSTVA.,Neurochirurgia n.f.,,2818500,Otvorená,Tovary,Kúpa,SK031,true,true,true,2631579.17,false,,2631579.17
Termobielizeň,Ministerstvo obrany Slovenskej republiky -  Akvizičná agentúra,,2194520,Otvorená,Tovary,Kúpa,SK0,true,true,false,1233333,false,,1233333
Termobielizeň,Ministerstvo obrany Slovenskej republiky -  Akvizičná agentúra,,2194520,Otvorená,Tovary,Kúpa,SK0,true,false,false,519994.32,true,20,415995.456
Prenájom protisnehových zábran a prenosných drevených bariér pre potreby Národnej diaľničnej spoločnosti a.s.,"Národná diaľničná spoločnosť, a.s.",,3800000,Otvorená,Tovary,Prenájom,SK0,true,true,false,3800000,false,,3800000
Ozdravné opatrenia v lesoch Pozemkového spoločenstva Mošnica,Pozemkové spoločnstvo Mošnica,,154507.5,Otvorená,Služby,27 - Ostatné služby,SK031,false,false,true,153293.89,false,,153293.89
Projekt obnovy lesných porastov zničených veternou kalamitou "Žofia",Urbariát - pozemkové spoločenstvo Liptovská Lúžna,,826703.3,Otvorená,Služby,27 - Ostatné služby,SK031,false,false,true,818702.5,false,,818702.5
Lieky ATC skupiny B02BD08,"Všeobecná zdravotná poisťovňa, a.s.",,7245630,Otvorená,Tovary,Kúpa,SK0,true,true,false,7121500,false,,7121500
Lieky ATC skupiny B02BD08,"Všeobecná zdravotná poisťovňa, a.s.",,7245630,Otvorená,Tovary,Kúpa,SK0,false,false,false,106322.5,false,,106322.5
Ozdravné opatrenia v lesoch Pozemkového spoločenstva urbarialistov Kvačany,Pozemkové spoločenstvo urbarialistov Kvačany,,442621.64,Otvorená,Služby,27 - Ostatné služby,SK031,false,false,true,441640.55,false,,441640.55
"Lesnícke činnosti v ťažbovom procese na LPM Ulič, š.p., LS Zboj","Lesopoľnohospodársky majetok Ulič, štátny podnik",,587400,Otvorená,Služby,27 - Ostatné služby,SK041,false,false,false,384432.7,false,,384432.7
Obnova lesných porastov urbáru Vavrišovo,Urbársky spolok vo Vavrišove pozemkové spoločenstvo Vavrišovo,,555003.2,Otvorená,Služby,27,SK,false,false,true,663897.56,true,20,531118.0480000001
Modernizácia technickej infraštruktúry UKE SAV,Ústav krajinej ekológie Slovenskej akadémie vied,,3090770.66,Otvorená,Tovary,Kúpa,SK023,true,true,true,2518725,false,,2518725
"Činnosť stavebnotechnického dozoru pre projekt D1 Senec - Blatné, križovatka Blatné","Národná diaľničná spoločnosť, a.s.",,361795,Otvorená,Služby,"12 - Architektonické služby;inžinierske služby a kompexné inžinierske služby; mestské plánovanie a krajinná architektúra; súvisiace odborné a technické poradenské služby, technické testovanie a analýzy",SK,true,false,false,328250,false,,328250
"Zber, odvoz a likvidácia komunálneho odpadu z obce Dunajská Lužná",Obec Dunajská Lužná,,550000,Otvorená,Služby,16 - Kanalizačné služby a zber a likvidácia odpadu; sanitárne a podobné služby,SK01,false,true,false,659359.36,true,20,527487.488
Technická pomoc pri projektoch pre programové obdobie 2014 - 2020,"Železnice Slovenskej republiky, Bratislava v skrátenej forme ""ŽSR""",,2364800,Otvorená,Služby,11 - Poradenské služby v oblasti riadenia a s nimi súvisiace služby,SK01,false,true,true,1066282.74,false,,1066282.74
Dodávka IKT a technologickej infraštruktúry pre modernizáciu výskumu a vzdelávania,UNIVERZITA J. SELYEHO,,4166277,Otvorená,Tovary,Kúpa,SK023,true,true,true,4996500,true,20,3997200
Vybudovanie a doplnenie vybraných systémov v rámci IT prostredia Trnavskej Univerzity,Trnavská univerzita v Trnave - Rektorát,,394833.3,Otvorená,Služby,7 - Služby výpočtovej techniky a s nimi súvisiace služby,SK021,true,true,true,378150,false,,378150
"Odborné prehliadky, odborné skúšky a opakované úradné skúšky vyhradených technických zariadení plynových v objektoch a zariadeniach MV SR",Ministerstvo vnútra Slovenskej republiky,,850600,Otvorená,Služby,1 - Údržbárske a opravárske služby,SK,true,false,false,850600,false,,850600
Obnova lesných porastov zničených a destabilizovaných veternou kalamitou „Žofia“,"Obecný urbariát, pozemkové spoločenstvo Lisková",,248397.8,Otvorená,Služby,27 - Ostatné služby,SK031,false,false,true,330210.4,false,,330210.4
"Projekt na obnovu lesov poškodených biotickými , abiotickými , antropogenými činiteľmi v lesoch ZD Nová Bystrica na roky 2015-2018",Združenie drobnovlastníkov Nová Bystrica s.r.o.,,998373,Otvorená,Služby,27 - Ostatné služby,SK031,false,false,true,997367.5,false,,997367.5
Ozdravné opatrenia v lesoch Pozemkového spoločenstva vlastníkov súkromných lesov Kvačany,Pozemkové spoločenstvo vlastníkov súkromných lesov Kvačany,,254547.09,Otvorená,Služby,27 - Ostatné služby,SK031,false,false,true,253132.609,false,,253132.609
Zabezpečenie stravovania pre obyvateľov a zamestnancov DSSaZpS Pezinok a prenájom stravovacieho zariadenia,Domov sociálnych služieb a zariadenie pre seniorov,,250000,Otvorená,Služby,17 - Hotelové a reštauračné služby,SK,true,false,false,250000,false,,250000
Poskytovanie služieb ústavnej pohotovostnej služby pre región Malacky a okolie.,Bratislavský samosprávny kraj,,1807000,Otvorená,Služby,25 - Zdravotnícke a sociálne služby,SK010,false,true,false,2168400,false,,2168400
Dodávka elektrickej energie,Štátny geologický ústav Dionýza Štúra,,330531,Otvorená,Tovary,Kúpa,SK010,true,true,false,330531,false,,330531
"Lesnícke činnosti v ťažbovom procese na LPM Ulič, š.p., LS Stakčín","Lesopoľnohospodársky majetok Ulič, štátny podnik",,708800,Otvorená,Služby,27 - Ostatné služby,SK041,false,false,false,706286.4,false,,706286.4
Dodávka elektrickej energie a zemného plynu.,"Mincovňa Kremnica, štátny podnik",,481500,Otvorená,Tovary,Kúpa,SK032,false,true,false,481500,false,,481500
"Pranie, žehlenie a čistenie bielizne pre Fakultnú nemocnicu Trenčín",Fakultná nemocnica Trenčín,,432400,Otvorená,Služby,27 - Ostatné služby,SK022,false,true,false,426716.6,false,,426716.6
"Dodávky čerstvej, sterilizovanej a konzervovanej zeleniny a ovocia",Ministerstvo obrany Slovenskej republiky -  Akvizičná agentúra,,1045499,Otvorená,Tovary,Kúpa,SK,true,true,false,266898,false,,266898
"Dodávky čerstvej, sterilizovanej a konzervovanej zeleniny a ovocia",Ministerstvo obrany Slovenskej republiky -  Akvizičná agentúra,,1045499,Otvorená,Tovary,Kúpa,SK,true,true,false,16758.048,false,,16758.048
Infúzne a transfúzne súpravy,Nemocnice s poliklinikami n.o.,,17776,Otvorená,Tovary,Kúpa,SK023,false,true,false,17250.24,false,,17250.24
Činnosť stavebnotechnického dozoru pre projekt D1 Prešov západ - Prešov juh,"Národná diaľničná spoločnosť, a.s.",,9237672.25,Užšia súťaž,Služby,"12 - Architektonické služby;inžinierske služby a kompexné inžinierske služby; mestské plánovanie a krajinná architektúra; súvisiace odborné a technické poradenské služby, technické testovanie a analýzy",SK041,true,false,true,8729045.15,false,,8729045.15
Obnova lesných porastov Urbariátu Prosiek,Spolok bývalých urbarialistov pozemkové spoločenstvo Prosiek,,368597,Otvorená,Služby,27,SK,false,false,true,440353.27,true,20,352282.61600000004
Podpora na obnovu lesov poškodených lesnými požiarmi a prírodnými katastrofami a katastrofickými udalosťami,"Lesné spoločenstvo Štiavnik, s.r.o.",,999885.7,Otvorená,Služby,27 - Ostatné služby,SK031,false,false,true,995511.1,false,,995511.1
Výber dodávateľa zemného plynu na roky 2016 a 2017,"Agrokomplex - Výstavníctvo Nitra, štátny podnik",,217911.06,Otvorená,Tovary,Kúpa,SK023,false,true,false,75859.6,false,,75859.6
Dodávka elektriny pre objekty TUKE,Technická univerzita v Košiciach,,3605771.67,Otvorená,Tovary,Kúpa,SK,true,true,false,34.76,false,,34.76
Zabezpečenie leteckej prepravy osôb pri zahraničných služobných cestách,Dopravný úrad,,174999,Otvorená,Služby,3 - Letecká osobná a nákladná doprava s výnimkou prepravy poštových zásielok,SK01,false,false,false,4990.78,true,20,3992.624
Zabezpečenie leteckej prepravy osôb pri zahraničných služobných cestách,Dopravný úrad,,174999,Otvorená,Služby,3 - Letecká osobná a nákladná doprava s výnimkou prepravy poštových zásielok,SK01,false,false,false,1670.87,true,20,1336.696
Zabezpečenie leteckej prepravy osôb pri zahraničných služobných cestách,Dopravný úrad,,174999,Otvorená,Služby,3 - Letecká osobná a nákladná doprava s výnimkou prepravy poštových zásielok,SK01,false,false,false,209998.8,true,20,167999.04
Opravy vozoviek v správe SSÚD 3 Trnava.,"Národná diaľničná spoločnosť, a.s.",,5500000,Otvorená,Práce,Uskutočnenie prác,SK021,true,false,false,5500000,false,,5500000
Chemické pranie a čistenie,Univerzita Komenského v Bratislave,,250000,Otvorená,Služby,27 - Ostatné služby,SK01,false,false,false,250000,false,,250000
Obnova lesných porastov Urbariátu Mútne,"Bývalí urbarialisti obce Mutné, pozemkové spoločenstvo",,253312.1,Otvorená,Služby,27 - Ostatné služby,SK,false,false,true,301901.7,true,20,241521.36000000002
"Odborné prehliadky, odborné skúšky a opakované úradné skúšky VTZ tlakových v objektoch a zariadeniach MV SR",Ministerstvo vnútra Slovenskej republiky,,528000,Otvorená,Služby,"12 - Architektonické služby;inžinierske služby a kompexné inžinierske služby; mestské plánovanie a krajinná architektúra; súvisiace odborné a technické poradenské služby, technické testovanie a analýzy",SK,false,false,false,528000,false,,528000
Komplexné zabezpečenie interiérového vybavenia pre účely konania podujatí počas predsedníctva SR v Rade EÚ v roku 2016 v budove Reduty,Ministerstvo zahraničných vecí a európskych záležitostí Slovenskej republiky,,514158.47,Otvorená,Služby,"12 - Architektonické služby;inžinierske služby a kompexné inžinierske služby; mestské plánovanie a krajinná architektúra; súvisiace odborné a technické poradenské služby, technické testovanie a analýzy",SK010,true,false,false,431680.02,false,,431680.02
Dodávka zemného plynu pre potreby MK SR a organizácie v jeho zriaďovateľkej pôsobnosti,Ministerstvo kultúry Slovenskej republiky,,4831664,Otvorená,Tovary,Kúpa,SK0,true,true,false,2980029,false,,2980029
Studená asfaltová zmes na údržbu vozoviek diaľnic a rýchlostných ciest.,"Národná diaľničná spoločnosť, a.s.",,305000,Otvorená,Tovary,Kúpa,SK0,true,true,false,305000,false,,305000
"Lesnícke činnosti v ťažbovom procese na LPM Ulič, š.p., LS Ulič","Lesopoľnohospodársky majetok Ulič, štátny podnik",,369100,Otvorená,Služby,27 - Ostatné služby,SK041,false,false,false,302370,false,,302370
Dodávky mrazených potravín pre vojenské útvary a zariadenia Ministerstva obrany SR a Ozbrojených síl SR,Ministerstvo obrany Slovenskej republiky -  Akvizičná agentúra,,321755,Otvorená,Tovary,Kúpa,SK,true,true,false,321755,false,,321755
Dodávky mrazených potravín pre vojenské útvary a zariadenia Ministerstva obrany SR a Ozbrojených síl SR,Ministerstvo obrany Slovenskej republiky -  Akvizičná agentúra,,321755,Otvorená,Tovary,Kúpa,SK,true,true,false,7621.729,false,,7621.729
Dodávka skiel,Centrum účelových zariadení,,1139063.68,Otvorená,Tovary,Kúpa,SK041,true,true,false,1423829.6,false,,1423829.6
Digitalizácia rádiodiagnostickej kliniky a doplnenie hardvérového vybavenia pre Fakultnú nemocnicu Trnava,Fakultná nemocnica Trnava,,359940,Otvorená,Tovary,Kúpa,SK021,false,true,false,359940,false,,359940
Dodávka monoenergetického lineárneho urýchľovača pre potreby Východoslovenského onkologického ústavu a.s.,"Východoslovenský onkologický ústav, a.s.",,1333333,Otvorená,Tovary,Kúpa,SK042,true,true,false,1599960,true,20,1279968
Servisné služby hardvérovej a softvérovej podpory dátových centier postavených na technológiách výrobcu Hewlett-Packard,Štatistický úrad Slovenskej republiky,,1835893.24,Otvorená,Služby,7 - Služby výpočtovej techniky a s nimi súvisiace služby,SK01,true,true,false,1918296,true,20,1534636.8
"Zabezpečenie montáže, demontáže a odstránenia dočasných exteriérových pavilónov počas predsedníctva SR v Rade EÚ v roku 2016.",Ministerstvo zahraničných vecí a európskych záležitostí Slovenskej republiky,,167340.05,Otvorená,Služby,"12 - Architektonické služby;inžinierske služby a kompexné inžinierske služby; mestské plánovanie a krajinná architektúra; súvisiace odborné a technické poradenské služby, technické testovanie a analýzy",SK010,true,false,false,146067.52,false,,146067.52
Pozáručný autorizovaný servis pre centralizované zariadenia výpočtovej techniky značky IBM,"Sociálna poisťovňa, ústredie",,2000000,Otvorená,Služby,7 - Služby výpočtovej techniky a s nimi súvisiace služby,SK01,false,true,false,2396720,true,20,1917376
Služby technickej podpory Oracle 2016,Pôdohospodárska platobná agentúra,,240000,Otvorená,Služby,7 - Služby výpočtovej techniky a s nimi súvisiace služby,SK,false,true,false,209704.17,false,,209704.17
Expozície SACR na veľtrhoch a výstavách cestovného ruchu,Slovenská agentúra pre cestovný ruch,,620000,Otvorená,Služby,27 - Ostatné služby,SK,false,false,false,620000,false,,620000
Znovuotváranie rámcovej dohody na dodávku elektrickej energie na rok 2016,Úrad vlády Slovenskej republiky,,199129.7,Otvorená,Tovary,Kúpa,SK,true,true,false,186088.06,true,20,148870.448
Vaky na odber a spracovanie celej krvi a prenájom prístrojov na automatickú separáciu krvných zložiek.,Národná transfúzna služba SR,,12288720,Otvorená,Tovary,Ich kombinácia,SK,true,true,false,11550560,false,,11550560
Lieky ATC skupiny B02BD02,"Všeobecná zdravotná poisťovňa, a.s.",,666033,Otvorená,Tovary,Kúpa,SK0,true,true,false,665363.5,false,,665363.5
Lieky ATC skupiny B02BD02,"Všeobecná zdravotná poisťovňa, a.s.",,666033,Otvorená,Tovary,Kúpa,SK0,true,false,false,318831.43,false,,318831.43
Dodávka zemného plynu v rokoch 2016 a 2017,Univerzitná nemocnica Bratislava,,5700000,Otvorená,Tovary,Kúpa,SK010,true,true,false,3111998,false,,3111998
Servisná podpora a prispôsobenie softvérovej aplikácie subsystému Ekonomický informačný systém Komplexného informačného systému VšZP,"Všeobecná zdravotná poisťovňa, a.s.",,868800,Otvorená,Služby,7 - Služby výpočtovej techniky a s nimi súvisiace služby,SK0,true,false,false,436800,true,20,349440
Komplexné zabezpečenie riešenia odpadového hospodárstva v katastrálnom území mesta Vrútky,Mesto Vrútky,,300000,Otvorená,Služby,16 - Kanalizačné služby a zber a likvidácia odpadu; sanitárne a podobné služby,SK031,false,false,false,366712.08,true,20,293369.66400000005
Likvidácia nebezpečného odpadu zo zdravotnej starostlivosti pre potreby Fakultnej nemocnice s poliklinikou F. D. Roosevelta Banská Bystrica,Fakultná nemocnica s poliklinikou F.D. Roosevelta Banská Bystrica,,524900,Otvorená,Služby,16 - Kanalizačné služby a zber a likvidácia odpadu; sanitárne a podobné služby,SK032,true,true,false,551520,true,20,441216
"Magnetická rezonancia pre Dolnooravskú nemocnicu s poliklinikou, MUDr. L. N. Jégého, Nemocničná ul. 1944/10, 026 14 Dolný Kubín",Žilinský samosprávny kraj,,1376000,Otvorená,Tovary,Nákup na splátky,SK,true,true,false,1632389.67,true,20,1305911.736
"OPRAVA, SERVIS ÚŽITKOVÝCH MOTOROVÝCH VOZIDIEL A SÚVISIACE VYBAVENIE",MARIANUM - Pohrebníctvo mesta Bratislavy,,100000,Otvorená,Služby,1 - Údržbárske a opravárske služby,SK010,false,true,false,80000,false,,80000
Technické zabezpečenie externej časti maturitnej skúšky a pilotných testovaní na stredných školách,Národný ústav certifikovaných meraní vzdelávania,,710000,Otvorená,Služby,7 - Služby výpočtovej techniky a s nimi súvisiace služby,SK01,true,true,false,143860,false,,143860
Vybudovanie infraštruktúry pre zálohovanú prenosovú sieť založenú na 100 GE point-to-point linkách,Centrum vedecko-technických informácií SR,,8061680,Otvorená,Tovary,Kúpa,SK0,true,true,true,8046600,false,,8046600
Spoločné obstarávanie poistných služieb pre mestá a obce patriace do Regionálneho združenia miest a obcí Tekov,Regionálne združenie miest a obcí TEKOV,,318448.23,Otvorená,Služby,6 - Finančné služby a) poisťovacie služby b) bankové a investičné služby,SK023,false,false,false,,false,,
